property_type,rooms,parking,bathroom,size,region,monthly_rent(RM),Gymnasium,Lift,Minimart,Sauna,Security,Swimming Pool
Apartment,3.0,1,1,700.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Apartment,2.0,1,1,550.0,Kuala Lumpur,800.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1450.0,0,0,0,1,0,0
Service Residence,2.0,1,2,1150.0,Kuala Lumpur,2800.0,1,0,0,0,0,0
Condominium,1.0,1,1,717.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Service Residence,2.0,2,2,794.0,Kuala Lumpur,2600.0,0,0,0,0,0,0
Apartment,3.0,1,2,660.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Flat,2.0,1,1,600.0,Kuala Lumpur,650.0,0,0,0,0,0,0
Condominium,3.0,1,2,807.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,4.0,2,2,940.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1170.0,Kuala Lumpur,2200.0,0,0,0,0,1,0
Service Residence,2.0,1,1,720.0,Kuala Lumpur,2250.0,0,0,0,0,0,0
Condominium,3.0,1,2,1382.0,Kuala Lumpur,1900.0,0,0,1,0,0,0
Condominium,1.0,1,1,850.0,Kuala Lumpur,2800.0,0,0,0,0,0,0
Service Residence,4.0,2,4,1587.0,Kuala Lumpur,3100.0,0,0,0,0,1,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,1999.0,0,0,0,0,0,0
Condominium,4.0,2,3,1424.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1750.0,0,0,0,0,0,0
Condominium,3.0,2,2,1226.0,Kuala Lumpur,2300.0,0,0,0,0,1,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,928.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,4.0,2,3,1362.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,1.0,1,1,705.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,1.0,1,1,520.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,1.0,1,1,705.0,Kuala Lumpur,1580.0,0,0,0,0,0,0
Condominium,4.0,1,2,850.0,Kuala Lumpur,2000.0,0,0,0,0,0,1
Condominium,2.0,1,1,600.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Apartment,2.0,1,1,650.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,4.0,2,2,1030.0,Kuala Lumpur,3000.0,0,0,0,0,1,0
Apartment,3.0,1,2,700.0,Kuala Lumpur,750.0,0,0,0,0,0,0
Condominium,4.0,1,3,1181.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1800.0,0,0,0,0,1,0
Flat,2.0,1,1,612.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1002.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1211.0,Kuala Lumpur,4600.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1250.0,0,0,1,0,0,0
Service Residence,2.0,1,2,953.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,3.0,1,2,960.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Condominium,3.0,2,2,1125.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,1,2,755.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Service Residence,3.0,2,2,940.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,2.0,2,2,999.0,Kuala Lumpur,2300.0,0,0,0,0,0,0
Apartment,3.0,1,2,950.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,861.0,Kuala Lumpur,1200.0,0,0,0,0,0,1
Apartment,2.0,1,1,650.0,Kuala Lumpur,900.0,0,1,0,0,0,0
Apartment,3.0,1,2,970.0,Kuala Lumpur,800.0,0,0,0,0,1,0
Condominium,2.0,1,2,900.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,2,3,1200.0,Kuala Lumpur,2300.0,0,0,0,0,1,0
Service Residence,2.0,2,2,999.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,2.0,2,2,1001.0,Kuala Lumpur,2900.0,0,0,0,0,1,0
Condominium,3.0,2,3,1186.0,Kuala Lumpur,2600.0,0,0,0,0,0,0
Condominium,3.0,2,4,1518.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Service Residence,2.0,1,2,856.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,2,4,1518.0,Kuala Lumpur,3500.0,0,0,0,0,0,0
Condominium,3.0,1,3,1267.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,817.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Service Residence,3.0,2,2,950.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,3,1267.0,Kuala Lumpur,1700.0,0,0,0,0,0,1
Condominium,3.0,2,2,958.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,1,715.0,Kuala Lumpur,950.0,0,0,0,0,1,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1050.0,0,0,0,0,0,0
Service Residence,2.0,1,2,825.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,818.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Apartment,3.0,1,2,932.0,Kuala Lumpur,1300.0,0,1,0,0,0,0
Service Residence,3.0,1,2,1097.0,Kuala Lumpur,1800.0,1,0,0,0,0,0
Condominium,3.0,1,2,938.0,Kuala Lumpur,1650.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1900.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Condominium,3.0,1,2,938.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,810.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,4.0,1,2,1142.0,Kuala Lumpur,1600.0,0,0,1,0,0,0
Condominium,3.0,2,2,1250.0,Kuala Lumpur,3000.0,1,0,0,0,0,0
Service Residence,3.0,1,2,980.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,2900.0,0,0,0,0,0,1
Apartment,3.0,1,2,810.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,2.0,1,2,885.0,Kuala Lumpur,1400.0,0,0,0,0,0,1
Service Residence,3.0,1,2,1185.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,4.0,2,2,1000.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Apartment,3.0,1,2,720.0,Kuala Lumpur,800.0,0,1,0,0,0,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,2.0,2,2,794.0,Kuala Lumpur,2600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1700.0,Kuala Lumpur,3800.0,0,0,0,1,0,0
Service Residence,1.0,1,1,500.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,1240.0,Kuala Lumpur,1850.0,0,0,0,0,0,0
Condominium,5.0,1,2,1500.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,2.0,1,2,1120.0,Kuala Lumpur,2800.0,0,0,0,1,0,0
Condominium,2.0,1,2,900.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,829.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Service Residence,2.0,2,2,871.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Studio,1.0,1,1,466.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1080.0,Kuala Lumpur,4500.0,0,0,0,0,0,0
Service Residence,2.0,1,2,1100.0,Kuala Lumpur,1650.0,0,0,0,0,1,0
Duplex,1.0,1,2,750.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,1224.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Apartment,3.0,1,2,700.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Apartment,3.0,2,2,862.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,2,2,862.0,Kuala Lumpur,2350.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,800.0,0,0,0,0,0,0
Condominium,5.0,4,5,3143.0,Kuala Lumpur,8000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,950.0,Kuala Lumpur,1200.0,1,0,0,0,0,0
Apartment,3.0,1,2,904.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Apartment,3.0,1,2,988.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,2.0,2,1,633.0,Kuala Lumpur,1800.0,1,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,1,653.0,Kuala Lumpur,980.0,0,0,0,0,0,0
Duplex,4.0,1,3,1546.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1152.0,Kuala Lumpur,1500.0,1,0,0,0,0,0
Apartment,3.0,1,1,1030.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,880.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Apartment,3.0,1,2,930.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,3.0,2,2,850.0,Kuala Lumpur,2500.0,0,1,0,0,0,0
Condominium,3.0,1,2,980.0,Kuala Lumpur,1398.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1095.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,2,2,911.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,2.0,1,2,815.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Flat,2.0,1,1,570.0,Kuala Lumpur,900.0,0,0,1,0,0,0
Service Residence,4.0,2,2,932.0,Kuala Lumpur,1600.0,0,0,1,0,0,0
Condominium,4.0,2,2,1150.0,Kuala Lumpur,1750.0,0,0,1,0,0,0
Service Residence,3.0,2,2,1100.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1700.0,1,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,900.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Service Residence,2.0,1,2,895.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Service Residence,1.0,1,1,410.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1550.0,0,0,0,0,1,0
Condominium,3.0,1,2,980.0,Kuala Lumpur,1650.0,1,0,0,0,0,0
Service Residence,2.0,2,2,900.0,Kuala Lumpur,2900.0,0,0,0,0,0,0
Service Residence,1.0,1,1,500.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,2,2,926.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Condominium,3.0,2,2,926.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Condominium,3.0,2,2,1382.0,Kuala Lumpur,4000.0,0,0,0,0,0,0
Service Residence,3.0,2,3,1552.0,Kuala Lumpur,4999.0,0,0,0,0,0,0
Service Residence,4.0,2,2,1200.0,Kuala Lumpur,2900.0,0,0,0,0,0,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,2400.0,0,0,0,0,1,0
Service Residence,1.0,1,1,500.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,877.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Condominium,3.0,2,3,1430.0,Kuala Lumpur,4500.0,0,0,0,0,0,1
Apartment,3.0,1,2,850.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,900.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1100.0,0,0,0,0,1,0
Service Residence,1.0,1,1,750.0,Kuala Lumpur,1800.0,0,0,0,0,1,0
Condominium,4.0,1,2,1000.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Condominium,1.0,1,1,600.0,Kuala Lumpur,1999.0,0,0,0,0,0,0
Condominium,3.0,1,2,1020.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Condominium,1.0,1,1,700.0,Kuala Lumpur,1999.0,0,0,0,0,1,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1900.0,0,0,1,0,0,0
Condominium,1.0,1,1,700.0,Kuala Lumpur,1700.0,0,0,0,0,1,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,845.0,Kuala Lumpur,950.0,0,0,0,0,1,0
Condominium,3.0,2,3,1200.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1700.0,1,0,0,0,0,0
Condominium,2.0,1,1,775.0,Kuala Lumpur,1000.0,0,0,0,0,1,0
Condominium,2.0,2,2,800.0,Kuala Lumpur,1999.0,0,0,0,0,0,0
Condominium,3.0,1,2,1040.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,1.0,1,1,720.0,Kuala Lumpur,2100.0,0,0,0,1,0,0
Condominium,3.0,2,3,914.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Service Residence,4.0,1,2,918.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,2.0,1,2,1000.0,Kuala Lumpur,2500.0,0,0,0,0,0,1
Apartment,3.0,1,2,990.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Service Residence,2.0,1,2,800.0,Kuala Lumpur,1700.0,0,0,0,0,0,1
Service Residence,2.0,1,2,680.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Apartment,2.0,1,1,747.0,Kuala Lumpur,1300.0,0,0,0,0,1,0
Service Residence,2.0,1,2,650.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,4.0,1,3,1740.0,Kuala Lumpur,3800.0,0,0,0,0,0,0
Condominium,3.0,1,2,945.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,2,875.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,875.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Condominium,3.0,2,3,1500.0,Kuala Lumpur,2600.0,1,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Condominium,3.0,1,2,1015.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,1.0,1,1,522.0,Kuala Lumpur,1800.0,0,0,0,1,0,0
Condominium,3.0,1,3,1267.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,1065.0,Kuala Lumpur,1850.0,0,0,0,0,0,0
Condominium,2.0,1,1,800.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Condominium,3.0,2,3,1400.0,Kuala Lumpur,2800.0,0,0,0,0,0,1
Condominium,3.0,1,2,1297.0,Kuala Lumpur,1300.0,1,0,0,0,0,0
Condominium,1.0,1,1,600.0,Kuala Lumpur,1550.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Apartment,3.0,1,2,750.0,Kuala Lumpur,1000.0,0,1,0,0,0,0
Apartment,3.0,1,2,900.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1550.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1500.0,0,0,0,0,0,1
Condominium,3.0,1,3,1300.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Service Residence,2.0,1,1,595.0,Kuala Lumpur,1200.0,1,0,0,0,0,0
Apartment,3.0,1,2,900.0,Kuala Lumpur,1350.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,797.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Service Residence,1.0,1,1,499.0,Kuala Lumpur,2100.0,0,0,0,0,0,0
Service Residence,2.0,1,1,755.0,Kuala Lumpur,3500.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1021.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,1,2,825.0,Kuala Lumpur,1150.0,0,0,0,0,0,0
Condominium,3.0,1,2,920.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,1250.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,2,2,1000.0,Kuala Lumpur,2400.0,0,1,0,0,0,0
Condominium,3.0,1,2,1020.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Condominium,3.0,2,3,1300.0,Kuala Lumpur,3200.0,0,0,0,0,1,0
Condominium,3.0,2,3,1500.0,Kuala Lumpur,2888.0,0,0,0,0,0,1
Apartment,2.0,1,1,650.0,Kuala Lumpur,700.0,0,0,0,0,0,0
Condominium,3.0,1,2,1240.0,Kuala Lumpur,1850.0,0,0,0,0,0,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1350.0,0,0,0,0,0,0
Condominium,3.0,1,2,1066.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,2.0,1,1,700.0,Kuala Lumpur,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1240.0,Kuala Lumpur,1800.0,0,0,0,1,0,0
Condominium,4.0,1,3,1691.0,Kuala Lumpur,4500.0,0,1,0,0,0,0
Condominium,3.0,2,2,1000.0,Kuala Lumpur,899.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1300.0,0,0,0,0,1,0
Service Residence,3.0,1,2,820.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1288.0,Kuala Lumpur,2400.0,0,0,0,0,0,0
Condominium,3.0,2,2,1100.0,Kuala Lumpur,2400.0,0,0,0,0,0,1
Apartment,3.0,1,2,820.0,Kuala Lumpur,1499.0,0,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Service Residence,1.0,1,1,520.0,Kuala Lumpur,1500.0,0,0,0,0,1,0
Condominium,4.0,1,2,1300.0,Kuala Lumpur,1299.0,1,0,0,0,0,0
Condominium,3.0,2,2,1298.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
Service Residence,2.0,1,2,890.0,Kuala Lumpur,1200.0,1,0,0,0,0,0
Condominium,3.0,1,2,870.0,Kuala Lumpur,1499.0,0,0,0,0,1,0
Condominium,2.0,1,2,900.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1087.0,Kuala Lumpur,2400.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1100.0,0,0,0,0,0,0
Service Residence,3.0,2,2,825.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,810.0,Kuala Lumpur,850.0,0,0,1,0,0,0
Condominium,3.0,1,2,1184.0,Kuala Lumpur,2400.0,0,0,0,0,1,0
Condominium,3.0,1,2,1238.0,Kuala Lumpur,1499.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,2.0,1,1,791.0,Kuala Lumpur,1200.0,0,0,0,0,1,0
Apartment,3.0,1,2,1000.0,Kuala Lumpur,2000.0,1,0,0,0,0,0
Condominium,3.0,1,2,1100.0,Kuala Lumpur,2650.0,0,1,0,0,0,0
Condominium,3.0,2,2,978.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Kuala Lumpur,1500.0,0,0,1,0,0,0
Condominium,2.0,1,1,590.0,Kuala Lumpur,601.0,0,0,0,0,0,0
Condominium,4.0,2,3,1454.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,3.0,1,2,950.0,Kuala Lumpur,750.0,0,0,0,0,0,1
Apartment,2.0,1,2,650.0,Kuala Lumpur,1100.0,0,0,0,0,1,0
Condominium,3.0,2,3,1500.0,Kuala Lumpur,2500.0,0,0,0,0,1,0
Condominium,3.0,2,2,1209.0,Kuala Lumpur,2800.0,0,0,0,0,0,0
Condominium,3.0,1,3,1267.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,975.0,Kuala Lumpur,1500.0,0,0,0,0,0,0
Apartment,3.0,1,1,700.0,Kuala Lumpur,1700.0,0,0,0,0,1,0
Condominium,2.0,1,2,800.0,Kuala Lumpur,880.0,0,0,0,0,0,0
Apartment,3.0,1,2,797.0,Kuala Lumpur,1100.0,0,0,0,0,1,0
Service Residence,2.0,1,1,1200.0,Kuala Lumpur,2600.0,1,0,0,0,0,0
Condominium,3.0,1,2,845.0,Kuala Lumpur,950.0,0,0,1,0,0,0
Service Residence,3.0,1,2,836.0,Kuala Lumpur,3100.0,0,0,0,0,0,0
Condominium,4.0,1,3,1300.0,Kuala Lumpur,3000.0,0,0,0,0,0,0
Apartment,3.0,1,2,930.0,Kuala Lumpur,900.0,0,0,0,1,0,0
Service Residence,4.0,3,2,1100.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Apartment,3.0,2,2,900.0,Kuala Lumpur,1550.0,0,0,0,0,0,1
Condominium,3.0,1,2,818.0,Kuala Lumpur,1200.0,0,0,0,0,1,0
Apartment,3.0,1,2,805.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,4.0,2,2,1065.0,Kuala Lumpur,1900.0,0,0,0,0,0,1
Flat,3.0,1,2,700.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,1.0,1,1,2564.0,Kuala Lumpur,600.0,0,0,0,0,1,0
Service Residence,2.0,1,2,650.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Service Residence,3.0,1,2,819.0,Kuala Lumpur,1600.0,0,0,0,0,0,1
Condominium,3.0,2,3,1250.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Condominium,1.0,1,1,750.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,964.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Condominium,1.0,1,1,800.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Flat,2.0,1,1,580.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Apartment,2.0,1,1,700.0,Kuala Lumpur,750.0,0,0,0,0,0,0
Condominium,2.0,1,2,1145.0,Kuala Lumpur,4600.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Kuala Lumpur,850.0,0,0,0,0,0,0
Condominium,3.0,2,2,1300.0,Kuala Lumpur,1900.0,0,0,0,0,1,0
Condominium,3.0,1,2,1152.0,Kuala Lumpur,2200.0,0,0,0,0,1,0
Service Residence,1.0,1,1,600.0,Kuala Lumpur,1300.0,0,0,0,0,0,1
Condominium,4.0,1,2,1297.0,Kuala Lumpur,1300.0,0,0,1,0,0,0
Apartment,2.0,1,1,657.0,Kuala Lumpur,1150.0,0,0,0,0,0,0
Service Residence,2.0,1,1,688.0,Kuala Lumpur,3500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1178.0,Kuala Lumpur,1250.0,0,0,0,0,0,0
Service Residence,3.0,2,3,1557.0,Kuala Lumpur,5000.0,0,0,0,0,0,0
Service Residence,3.0,2,3,1557.0,Kuala Lumpur,5000.0,0,0,0,0,0,0
Apartment,2.0,1,1,600.0,Kuala Lumpur,800.0,0,0,0,0,1,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1800.0,1,0,0,0,0,0
Condominium,3.0,1,2,1250.0,Kuala Lumpur,1700.0,0,0,0,0,0,0
Service Residence,2.0,1,1,1000.0,Kuala Lumpur,2500.0,0,0,0,0,0,0
Flat,3.0,1,2,650.0,Kuala Lumpur,746.0,0,0,1,0,0,0
Condominium,4.0,2,2,1148.0,Kuala Lumpur,2300.0,0,0,0,0,1,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1600.0,0,0,0,0,1,0
Condominium,3.0,1,2,1200.0,Kuala Lumpur,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,950.0,Kuala Lumpur,2000.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Condominium,3.0,1,2,926.0,Kuala Lumpur,1200.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,835.0,Kuala Lumpur,1300.0,0,0,0,0,1,0
Condominium,3.0,1,2,985.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Service Residence,3.0,1,2,945.0,Kuala Lumpur,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Kuala Lumpur,1000.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1800.0,0,0,0,0,0,0
Condominium,3.0,2,2,947.0,Kuala Lumpur,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Kuala Lumpur,1650.0,0,0,0,0,0,0
Condominium,3.0,2,2,947.0,Kuala Lumpur,1900.0,0,0,0,0,0,0
