,Unnamed: 0,prop_name,location,property_type,rooms,parking,bathroom,size,furnished,region,monthly_rent(RM),Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,unknown, Club house, Gymnasium, Jogging Track, Lift, Minimart, Multipurpose hall, Parking, Playground, Sauna, Security, Squash Court, Swimming Pool, Tennis Court, Barbeque area, 11,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine
14662,14662,Merak Apartment (Shah Alam),Selangor - Shah Alam,Apartment,3.0,0,2,800 sq.ft.,Not Furnished,Selangor,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14663,14663,Saville @ Kajang,Selangor - Kajang,Service Residence,2.0,0,2,709 sq.ft.,Not Furnished,Selangor,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14664,14664,Mutiara Ville @ Cyberjaya,Selangor - Cyberjaya,Studio,1.0,1,1,560 sq.ft.,Partially Furnished,Selangor,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14665,14665,Suria Permai,Selangor - Seri Kembangan,Apartment,3.0,1,2,850 sq.ft.,Partially Furnished,Selangor,900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14666,14666,DK Impian,Selangor - Shah Alam,Studio,2.0,0,2,600 sq.ft.,Fully Furnished,Selangor,2200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14667,14667,Alam Sanjung @ Subang West,Selangor - Shah Alam,Service Residence,3.0,0,2,864 sq.ft.,Partially Furnished,Selangor,1499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14668,14668,Sky Awani Residensi 2,Selangor - Batu Caves,Condominium,3.0,1,2,850 sq.ft.,Partially Furnished,Selangor,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14669,14669,Kiara Plaza,Selangor - Semenyih,Service Residence,3.0,2,2,893 sq.ft.,Not Furnished,Selangor,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14670,14670,Amara Service Residences,Selangor - Batu Caves,Service Residence,3.0,0,2,1082 sq.ft.,Fully Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14671,14671,Suria Jaya,Selangor - Shah Alam,Apartment,1.0,0,2,430 sq.ft.,Partially Furnished,Selangor,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14672,14672,Pangsapuri Kempas,Selangor - Cheras,Apartment,3.0,1,2,780 sq.ft.,Fully Furnished,Selangor,700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14673,14673,Mahkota Garden Residence Condominium,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2,3,2 sq.ft.,Fully Furnished,Selangor,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14674,14674,Amverton Greens,Selangor - Shah Alam,Condominium,3.0,0,2,953 sq.ft.,Fully Furnished,Selangor,1600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14675,14675,Amara Service Residences,Selangor - Batu Caves,Service Residence,3.0,2,2,1012 sq.ft.,Fully Furnished,Selangor,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14676,14676,Pangsapuri Damai,Selangor - Shah Alam,Apartment,3.0,3,2,1076 sq.ft.,Fully Furnished,Selangor,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14677,14677,Seksyen 24 Shah Alam,Selangor - Shah Alam,Apartment,3.0,0,1,740 sq.ft.,Not Furnished,Selangor,780,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14678,14678,Pangsapuri Damai (Subang Bestari),Selangor - Subang Bestari,Apartment,1.0,0,1,300 sq.ft.,Fully Furnished,Selangor,1199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14679,14679,PJS One Apartments,Selangor - Petaling Jaya,Apartment,3.0,1,2,1016 sq.ft.,Not Furnished,Selangor,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14680,14680,D'Camellia @ Setia Ecohill,Selangor - Kajang,Condominium,3.0,2,2,900 sq.ft.,Not Furnished,Selangor,900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14681,14681,Hill10 Residence @ i-City,Selangor - Shah Alam,Condominium,2.0,0,2,514 sq.ft.,Fully Furnished,Selangor,2300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14682,14682,Pandan Villa Condominium,Selangor - Ampang,Condominium,3.0,1,2,1587 sq.ft.,Partially Furnished,Selangor,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14683,14683,D'Cahaya Apartment,Selangor - Puchong,Apartment,3.0,1,2,950 sq.ft.,Partially Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14684,14684,Seri Kasturi (Setia Alam),Selangor - Setia Alam,Apartment,3.0,0,2,950 sq.ft.,Partially Furnished,Selangor,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14685,14685,Hillpark Residence,Selangor - Semenyih,Service Residence,2.0,2,1,823 sq.ft.,Partially Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14686,14686,Juta Mines,Selangor - Seri Kembangan,Condominium,3.0,1,2,901 sq.ft.,Partially Furnished,Selangor,850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14687,14687,Pangsapuri Harmoni,Selangor - Semenyih,Apartment,3.0,2,2,900 sq.ft.,Fully Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14688,14688,University Tower,Selangor - Petaling Jaya,Condominium,3.0,1,3,1400 sq.ft.,Partially Furnished,Selangor,2500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14689,14689,South View @ One Ampang Avenue,Selangor - Ampang,Condominium,3.0,1,2,1060 sq.ft.,Fully Furnished,Selangor,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14690,14690,Menara U,Selangor - Shah Alam,Condominium,2.0,1,1,450 sq.ft.,Partially Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14691,14691,Centrestage Designer Suite,Selangor - Petaling Jaya,Service Residence,3.0,0,2,689 sq.ft.,Partially Furnished,Selangor,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14692,14692,Akasa Cheras South,Selangor - Seri Kembangan,Service Residence,4.0,2,2,1155 sq.ft.,Partially Furnished,Selangor,2200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14693,14693,Cyberia Crescent 2,Selangor - Cyberjaya,Condominium,3.0,1,2,1050 sq.ft.,Not Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14694,14694,Amerin Residence,Selangor - Kajang,Service Residence,3.0,2,2,1363 sq.ft.,Fully Furnished,Selangor,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14695,14695,Vista Alam Serviced Apartment,Selangor - Shah Alam,Condominium,2.0,1,2,759 sq.ft.,Partially Furnished,Selangor,1800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14696,14696,Landmark Residence,Selangor - Kajang,Service Residence,3.0,2,2,1163 sq.ft.,Fully Furnished,Selangor,1900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14697,14697,Cahaya Permai,Selangor - Seri Kembangan,Apartment,3.0,1,2,850 sq.ft.,Partially Furnished,Selangor,1100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14698,14698,Centrus SoHo 1 @ Cyberjaya,Selangor - Cyberjaya,Condominium,1.0,1,1,450 sq.ft.,Not Furnished,Selangor,700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14699,14699,Taman Cheras Intan,Selangor - Cheras,Apartment,3.0,1,2,890 sq.ft.,Partially Furnished,Selangor,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14700,14700,Taman Cheras Permai,Selangor - Cheras,Apartment,2.0,0,1,520 sq.ft.,Partially Furnished,Selangor,600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14701,14701,Bell Suites,Selangor - Sepang,Condominium,1.0,1,1,450 sq.ft.,Not Furnished,Selangor,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14702,14702,Tiara Imperio @ Bangi,Selangor - Kajang,Studio,1.0,1,1,455 sq.ft.,Fully Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14703,14703,Bandar Country Homes,Selangor - Rawang,Townhouse Condo,3.0,2,2,850 sq.ft.,Partially Furnished,Selangor,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14704,14704,Taman Kinrara,Selangor - Bandar Kinrara,Apartment,2.0,0,2,800 sq.ft.,Partially Furnished,Selangor,700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14705,14705,Greenview Residence,Selangor - Kajang,Condominium,3.0,1,2,1100 sq.ft.,Partially Furnished,Selangor,1100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14706,14706,Trefoil,Selangor - Setia Alam,Service Residence,1.0,0,1,485 sq.ft.,Not Furnished,Selangor,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14707,14707,Kita Impian,Selangor - Dengkil,Service Residence,3.0,2,2,901 sq.ft.,Not Furnished,Selangor,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14708,14708,Taman Kajang Putra,Selangor - Kajang,Apartment,2.0,0,2,760 sq.ft.,Not Furnished,Selangor,650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14709,14709,Flora Damansara,Selangor - Damansara Perdana,Condominium,3.0,1,2,750 sq.ft.,Fully Furnished,Selangor,850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14710,14710,Seri Jati Apartment (Shah Alam),Selangor - Shah Alam,Apartment,3.0,0,2,813 sq.ft.,Not Furnished,Selangor,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14711,14711,Urban 360,Selangor - Gombak,Service Residence,1.0,1,1,511 sq.ft.,Not Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14712,14712,Menara Impian,Selangor - Ampang,Condominium,1.0,1,1,700 sq.ft.,Fully Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
14713,14713,KU Suites,Selangor - Shah Alam,Service Residence,2.0,0,2,818 sq.ft.,Fully Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14714,14714,Shaftsbury Residence,Selangor - Cyberjaya,Condominium,1.0,1,1,456 sq.ft.,Partially Furnished,Selangor,950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14715,14715,unknown,Selangor - Kajang,Apartment,4.0,0,3,1593 sq.ft.,Not Furnished,Selangor,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14716,14716,Bell Suites,Selangor - Sepang,Condominium,1.0,1,1,450 sq.ft.,Fully Furnished,Selangor,1300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14717,14717,Hillcrest Garden: Puchong City Centre (PCC),Selangor - Puchong,Apartment,3.0,2,2,1011 sq.ft.,Partially Furnished,Selangor,2400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14718,14718,unknown,Selangor - Kajang,Condominium,3.0,2,2,1000 sq.ft.,Partially Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14719,14719,Impiria Residensi Bukit Tinggi Klang,Selangor - Klang,Service Residence,3.0,0,2,1065 sq.ft.,Partially Furnished,Selangor,2200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14720,14720,Apartmen Harmoni,Selangor - Petaling Jaya,Apartment,3.0,0,2,650 sq.ft.,Partially Furnished,Selangor,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14721,14721,Bandar Saujana Utama,Selangor - Sungai Buloh,Flat,3.0,2,2,650 sq.ft.,Not Furnished,Selangor,680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14722,14722,Palm Hill Residence,Selangor - Kajang,Condominium,3.0,2,2,915 sq.ft.,Partially Furnished,Selangor,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14723,14723,Apartment Lestari (Damansara Damai),Selangor - Damansara Damai,Apartment,3.0,0,2,650 sq.ft.,Partially Furnished,Selangor,750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14724,14724,Residensi Adelia,Selangor - Kajang,Condominium,3.0,2,3,1082 sq.ft.,Fully Furnished,Selangor,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14725,14725,Desa Ria Flat,Selangor - Petaling Jaya,Flat,3.0,0,2,657 sq.ft.,Partially Furnished,Selangor,850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14726,14726,Rumah Pangsa Seri Ros,Selangor - Rawang,Flat,3.0,2,1,586 sq.ft.,Not Furnished,Selangor,400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14727,14727,D'Aman Residences,Selangor - Puchong,Condominium,3.0,2,2,1076 sq.ft.,Partially Furnished,Selangor,1100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
14728,14728,Sri Raya Apartment,Selangor - Ampang,Apartment,3.0,0,2,797 sq.ft.,Not Furnished,Selangor,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14729,14729,Sri Penaga Apartment,Selangor - Puchong,Apartment,3.0,0,2,900 sq.ft.,Partially Furnished,Selangor,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14730,14730,The Trees Damansara,Selangor - Damansara Perdana,Condominium,3.0,1,2,849 sq.ft.,Partially Furnished,Selangor,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
14731,14731,Hill10 Residence @ i-City,Selangor - Shah Alam,Condominium,2.0,0,1,520 sq.ft.,Fully Furnished,Selangor,2400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14732,14732,Parkland Residence,Selangor - Cheras,Service Residence,2.0,1,2,704 sq.ft.,Partially Furnished,Selangor,1600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14733,14733,Taman Topaz,Selangor - Dengkil,Apartment,3.0,0,2,814 sq.ft.,Partially Furnished,Selangor,650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14734,14734,Mahkota Garden Residence Condominium,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2,3,1400 sq.ft.,Fully Furnished,Selangor,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
14735,14735,Utropolis Serviced Apartment 2,Selangor - Glenmarie,Condominium,2.0,1,1,670 sq.ft.,Partially Furnished,Selangor,1500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14736,14736,Residensi Laguna Biru 2,Selangor - Rawang,Apartment,3.0,0,2,850 sq.ft.,Partially Furnished,Selangor,830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14737,14737,"Selangorku PR1MA Lakefront Homes , Cyberjaya",Selangor - Cyberjaya,Apartment,3.0,2,2,950 sq.ft.,Partially Furnished,Selangor,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14738,14738,Galleria Equine Park,Selangor - Seri Kembangan,Service Residence,3.0,2,2,890 sq.ft.,Partially Furnished,Selangor,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14739,14739,Gapura Bayu,Selangor - Kajang,Apartment,3.0,2,2,1000 sq.ft.,Partially Furnished,Selangor,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14740,14740,Pangsapuri Damai Utama,Selangor - Puchong,Flat,3.0,1,2,750 sq.ft.,Partially Furnished,Selangor,900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14741,14741,Goodyear Court 8,Selangor - Subang Jaya,Apartment,2.0,0,1,650 sq.ft.,Not Furnished,Selangor,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14742,14742,YOU Vista @ YOU City Cheras,Selangor - Cheras,Service Residence,4.0,2,3,1363 sq.ft.,Fully Furnished,Selangor,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14743,14743,Boulevard Residence,Selangor - Petaling Jaya,Condominium,3.0,2,2,1100 sq.ft.,Partially Furnished,Selangor,2300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14744,14744,Serdang Skyvillas,Selangor - Seri Kembangan,Apartment,3.0,1,2,960 sq.ft.,Fully Furnished,Selangor,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14745,14745,Pandan Indah Flat (Rumah Pangsa 610),Selangor - Ampang,Flat,3.0,0,1,600 sq.ft.,Not Furnished,Selangor,720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14746,14746,Lestari Apartment,Selangor - Petaling Jaya,Apartment,3.0,0,2,650 sq.ft.,Partially Furnished,Selangor,650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14747,14747,Golden Villa,Selangor - Klang,Apartment,3.0,0,2,820 sq.ft.,Not Furnished,Selangor,1100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14748,14748,Pangsapuri Intan (Puncak Alam),Selangor - Puncak Alam,Flat,3.0,0,2,760 sq.ft.,Not Furnished,Selangor,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14749,14749,YOU Vista @ YOU City Cheras,Selangor - Cheras,Service Residence,2.0,0,2,850 sq.ft.,Partially Furnished,Selangor,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14750,14750,Taman Sri Murni Fasa 1,Selangor - Selayang,Apartment,3.0,2,2,800 sq.ft.,Partially Furnished,Selangor,900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14751,14751,Mahkota Garden Residence Condominium,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2,3,1398 sq.ft.,Partially Furnished,Selangor,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14752,14752,The Zizz,Selangor - Damansara Damai,Service Residence,3.0,2,2,878 sq.ft.,Fully Furnished,Selangor,1700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14753,14753,Azaria Apartments,Selangor - Klang,Apartment,3.0,0,2,900 sq.ft.,Partially Furnished,Selangor,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14754,14754,Taman Selayang Makmur,Selangor - Selayang,Flat,3.0,0,2,646 sq.ft.,Not Furnished,Selangor,900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14755,14755,Amara Service Residences,Selangor - Batu Caves,Service Residence,3.0,2,2,1052 sq.ft.,Partially Furnished,Selangor,1200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14756,14756,The Zizz,Selangor - Damansara Damai,Service Residence,3.0,2,2,749 sq.ft.,Fully Furnished,Selangor,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
